"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,          93,      -5.312676287,      -2.291105806,      -2.721669729,      0.3048622876,      -6.963793807,     0.01343349538,      0.7236903774,                 0,                 0,                 0,     0.09283106353,    -0.01574661869,      0.7236437418,                 0,       53.87208293,    0.009303285525
          0,           0,          94,       -5.31445577,      -2.303243092,      -2.726586945,      0.2971929206,      -6.975477352,     0.01343374116,      0.7236947574,                 0,                 0,                 0,     0.09283373518,    -0.01574654966,      0.7236481282,                 0,       53.87142338,    0.009303285525
          0,           0,          95,      -5.316229778,       -2.31493674,      -2.730424418,       0.289723351,       -6.98785855,      0.0134340006,      0.7236995297,                 0,                 0,                 0,     0.09283649361,    -0.01574648278,      0.7236529071,                 0,       53.87073823,    0.009303285525
          0,           0,          96,      -5.318075157,      -2.326084975,      -2.733174993,      0.2824785527,      -7.000959446,     0.01343427201,      0.7237046457,                 0,                 0,                 0,     0.09283931936,    -0.01574641779,      0.7236580298,                 0,        53.8700307,    0.009303285525
          0,           0,          97,      -5.320047161,      -2.336590574,      -2.734863426,      0.2754892255,      -7.014799916,     0.01343455375,      0.7237100568,                 0,                 0,                 0,     0.09284219274,    -0.01574635439,      0.7236634479,                 0,       53.86930377,    0.009303285525
          0,           0,          98,      -5.322181676,      -2.346364397,      -2.735545168,      0.2687900772,      -7.029395709,     0.01343484423,       0.723715715,                 0,                 0,                 0,     0.09284509399,     -0.0157462922,      0.7236691133,                 0,       53.86856018,    0.009303285525
          0,           0,          99,      -5.324497905,      -2.355329199,      -2.735303836,      0.2624173382,      -7.044757809,     0.01343514197,      0.7237215732,                 0,                 0,                 0,     0.09284800339,    -0.01574623082,      0.7236749787,                 0,       53.86780242,    0.009303285525
          0,           0,         100,      -5.327001273,       -2.36342342,       -2.73424752,      0.2564057287,      -7.060891126,     0.01343544554,       0.723727585,                 0,                 0,                 0,     0.09285090143,    -0.01574616982,      0.7236809978,                 0,       53.86703277,    0.009303285525
          0,           0,         101,       -5.32968638,      -2.370604615,       -2.73250414,      0.2507851738,      -7.077792804,     0.01345295867,      0.7237333858,                 0,                 0,                 0,     0.09285376893,    -0.01574610872,      0.7236871256,                 0,       53.79733957,    0.009303078198
          0,           0,         102,      -3.059550355,     -0.6012457169,     -0.4199857694,       2.456013644,      -6.978892759,     0.01345327002,      0.7237395708,                 0,                 0,                 0,     0.09285658713,    -0.01574604707,      0.7236933183,                 0,       53.79655429,    0.009303078198
          0,           0,         103,      -3.444506695,      -1.097220277,     -0.7325310562,       2.053078706,      -7.044727086,     0.01345358332,      0.7237457783,                 0,                 0,                 0,     0.09285933791,    -0.01574598437,      0.7236995333,                 0,        53.7957629,    0.009303078198
          0,           0,         104,      -3.690955764,      -1.266419211,     -0.9396375523,       1.818439796,      -7.078229236,     0.01345389738,      0.7237519672,                 0,                 0,                 0,     0.09286200376,    -0.01574592016,      0.7237057298,                 0,       53.79496712,    0.009303078198
          0,           0,         105,      -3.771359304,      -1.320427241,      -1.020282468,       1.740869719,      -7.105318395,     0.01345421106,       0.723758098,                 0,                 0,                 0,     0.09286456801,    -0.01574585399,      0.7237118683,                 0,       53.79416859,    0.009303078198
          0,           0,         106,      -3.826144109,      -1.352520187,      -1.077331177,       1.681124798,      -7.130727156,     0.01345452326,      0.7237641331,                 0,                 0,                 0,      0.0928670149,    -0.01574578544,      0.7237179111,                 0,       53.79336891,    0.009303078198
          0,           0,         107,      -3.897291403,      -1.365988504,      -1.143807212,       1.615337994,      -7.155318893,      0.0134548329,      0.7237700361,                 0,                 0,                 0,     0.09286932969,    -0.01574571412,      0.7237238218,                 0,       53.79256966,    0.009303078198
